Record Date,Electronic Category Description,Channel Type Description,Tax Category Description,Net Collections Amount,Electronic Category ID,Channel Type ID,Tax Category ID,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2024-02-15,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,14155.69,2,1,2,5,2024,2,2024,1,02,15
2024-02-15,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,76052123.77,2,1,1,9,2024,2,2024,1,02,15
2024-02-15,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,87778056.60,2,1,3,11,2024,2,2024,1,02,15
2024-02-15,Electronic Settlement,Mail,IRS Tax,180259642.15,3,2,3,12,2024,2,2024,1,02,15
2024-02-15,Fully Electronic - All,Bank,IRS Tax,372158.58,1,5,3,6,2024,2,2024,1,02,15
2024-02-15,Non-Electronic,Over-the-Counter (OTC),IRS Tax,17646733.86,4,1,3,7,2024,2,2024,1,02,15
2024-02-15,Electronic Settlement,Mail,Non-Tax,87267714.45,3,2,1,13,2024,2,2024,1,02,15
2024-02-15,Fully Electronic - All,Internet,IRS Non-Tax,136438.41,1,3,2,8,2024,2,2024,1,02,15
2024-02-15,Fully Electronic - All,Bank,Non-Tax,1654652109.23,1,5,1,10,2024,2,2024,1,02,15
2024-02-15,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,15278520.40,1,1,1,14,2024,2,2024,1,02,15
2024-02-15,Fully Electronic - All,Internet,IRS Tax,13516974211.59,1,3,3,15,2024,2,2024,1,02,15
2024-02-15,Fully Electronic - All,Internet,Non-Tax,596805695.35,1,3,1,16,2024,2,2024,1,02,15
2024-02-14,Non-Electronic,Mail,Non-Tax,210.00,4,2,1,1,2024,2,2024,1,02,14
2024-02-14,Electronic Settlement,Over-the-Counter (OTC),Non-Tax,28372.94,3,1,1,2,2024,2,2024,1,02,14
2024-02-14,Non-Electronic,Over-the-Counter (OTC),Non-Tax,10303794.74,4,1,1,3,2024,2,2024,1,02,14
2024-02-14,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,37197.85,2,1,2,4,2024,2,2024,1,02,14
2024-02-14,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,90572409.59,2,1,1,8,2024,2,2024,1,02,14
2024-02-14,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,107171155.68,2,1,3,10,2024,2,2024,1,02,14
2024-02-14,Fully Electronic - All,Bank,IRS Tax,278851.02,1,5,3,5,2024,2,2024,1,02,14
2024-02-14,Non-Electronic,Over-the-Counter (OTC),IRS Tax,2413961.15,4,1,3,6,2024,2,2024,1,02,14
2024-02-14,Electronic Settlement,Mail,Non-Tax,81869009.97,3,2,1,12,2024,2,2024,1,02,14
2024-02-14,Fully Electronic - All,Internet,IRS Non-Tax,289917.00,1,3,2,7,2024,2,2024,1,02,14
2024-02-14,Fully Electronic - All,Bank,Non-Tax,1759849764.30,1,5,1,9,2024,2,2024,1,02,14
2024-02-14,Electronic Settlement,Mail,IRS Tax,628856310.47,3,2,3,11,2024,2,2024,1,02,14
2024-02-14,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,14299837.10,1,1,1,13,2024,2,2024,1,02,14
2024-02-14,Fully Electronic - All,Internet,IRS Tax,13190275917.50,1,3,3,14,2024,2,2024,1,02,14
2024-02-14,Fully Electronic - All,Internet,Non-Tax,674835458.04,1,3,1,15,2024,2,2024,1,02,14
2024-02-13,Non-Electronic,Mail,Non-Tax,-5868.49,4,2,1,1,2024,2,2024,1,02,13
2024-02-13,Non-Electronic,Over-the-Counter (OTC),Non-Tax,19638518.82,4,1,1,2,2024,2,2024,1,02,13
2024-02-13,Fully Electronic - All,Internet,IRS Non-Tax,89539.89,1,3,2,8,2024,2,2024,1,02,13
2024-02-13,Fully Electronic - All,Bank,IRS Non-Tax,266.50,1,5,2,3,2024,2,2024,1,02,13
2024-02-13,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,6954.22,2,1,2,4,2024,2,2024,1,02,13
2024-02-13,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,93704161.39,2,1,1,9,2024,2,2024,1,02,13
2024-02-13,Fully Electronic - All,Bank,Non-Tax,1151283766.61,1,5,1,10,2024,2,2024,1,02,13
2024-02-13,Electronic Settlement,Mail,Non-Tax,73616796.66,3,2,1,13,2024,2,2024,1,02,13
2024-02-13,Fully Electronic - All,Bank,IRS Tax,3647357.47,1,5,3,5,2024,2,2024,1,02,13
2024-02-13,Non-Electronic,Over-the-Counter (OTC),IRS Tax,3797300.97,4,1,3,6,2024,2,2024,1,02,13
2024-02-13,Electronic Settlement,Over-the-Counter (OTC),Non-Tax,987413.22,3,1,1,7,2024,2,2024,1,02,13
2024-02-13,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,88868962.31,2,1,3,11,2024,2,2024,1,02,13
2024-02-13,Electronic Settlement,Mail,IRS Tax,201601467.20,3,2,3,12,2024,2,2024,1,02,13
2024-02-13,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,11270275.68,1,1,1,14,2024,2,2024,1,02,13
2024-02-13,Fully Electronic - All,Internet,IRS Tax,3776842410.39,1,3,3,15,2024,2,2024,1,02,13
2024-02-13,Fully Electronic - All,Internet,Non-Tax,750964531.34,1,3,1,16,2024,2,2024,1,02,13
2024-02-12,Electronic Settlement,Over-the-Counter (OTC),Non-Tax,30996.22,3,1,1,1,2024,2,2024,1,02,12
2024-02-12,Non-Electronic,Over-the-Counter (OTC),Non-Tax,36535699.22,4,1,1,2,2024,2,2024,1,02,12
2024-02-12,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,81601062.81,2,1,1,6,2024,2,2024,1,02,12
2024-02-12,Fully Electronic - All,Bank,Non-Tax,1085000082.03,1,5,1,7,2024,2,2024,1,02,12
2024-02-12,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,123951464.55,2,1,3,8,2024,2,2024,1,02,12
2024-02-12,Electronic Settlement,Mail,Non-Tax,59761256.31,3,2,1,9,2024,2,2024,1,02,12
2024-02-12,Non-Electronic,Over-the-Counter (OTC),IRS Tax,13711534.68,4,1,3,3,2024,2,2024,1,02,12
2024-02-12,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,32245.98,2,1,2,4,2024,2,2024,1,02,12
2024-02-12,Fully Electronic - All,Internet,IRS Non-Tax,290746.12,1,3,2,5,2024,2,2024,1,02,12
2024-02-12,Electronic Settlement,Mail,IRS Tax,184770100.22,3,2,3,10,2024,2,2024,1,02,12
2024-02-12,Fully Electronic - All,Internet,IRS Tax,25307865891.78,1,3,3,11,2024,2,2024,1,02,12
2024-02-12,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,49998816.25,1,1,1,12,2024,2,2024,1,02,12
2024-02-12,Fully Electronic - All,Internet,Non-Tax,667415317.81,1,3,1,13,2024,2,2024,1,02,12
2024-02-09,Non-Electronic,Mail,Non-Tax,7476.00,4,2,1,1,2024,2,2024,1,02,09
2024-02-09,Non-Electronic,Over-the-Counter (OTC),Non-Tax,14707094.28,4,1,1,2,2024,2,2024,1,02,09
2024-02-09,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,21786.74,2,1,2,3,2024,2,2024,1,02,09
2024-02-09,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,106494882.48,2,1,1,8,2024,2,2024,1,02,09
2024-02-09,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,222632761.25,2,1,3,9,2024,2,2024,1,02,09
2024-02-09,Fully Electronic - All,Bank,IRS Tax,1500.00,1,5,3,4,2024,2,2024,1,02,09
2024-02-09,Non-Electronic,Over-the-Counter (OTC),IRS Tax,13672280.10,4,1,3,5,2024,2,2024,1,02,09
2024-02-09,Electronic Settlement,Mail,Non-Tax,48406751.33,3,2,1,11,2024,2,2024,1,02,09
2024-02-09,Electronic Settlement,Over-the-Counter (OTC),Non-Tax,677048.12,3,1,1,6,2024,2,2024,1,02,09
2024-02-09,Fully Electronic - All,Internet,IRS Non-Tax,423187.00,1,3,2,7,2024,2,2024,1,02,09
2024-02-09,Fully Electronic - All,Bank,Non-Tax,1339706216.72,1,5,1,10,2024,2,2024,1,02,09
2024-02-09,Electronic Settlement,Mail,IRS Tax,157765477.02,3,2,3,12,2024,2,2024,1,02,09
2024-02-09,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,14869835.01,1,1,1,13,2024,2,2024,1,02,09
2024-02-09,Fully Electronic - All,Internet,IRS Tax,8895982819.00,1,3,3,14,2024,2,2024,1,02,09
2024-02-09,Fully Electronic - All,Internet,Non-Tax,579926388.02,1,3,1,15,2024,2,2024,1,02,09
2024-02-08,Non-Electronic,Over-the-Counter (OTC),Non-Tax,8785746.94,4,1,1,1,2024,2,2024,1,02,08
2024-02-08,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,24478.58,2,1,2,2,2024,2,2024,1,02,08
2024-02-08,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,115319748.41,2,1,1,7,2024,2,2024,1,02,08
2024-02-08,Fully Electronic - All,Bank,Non-Tax,1087844519.34,1,5,1,8,2024,2,2024,1,02,08
2024-02-08,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,98356489.75,2,1,3,9,2024,2,2024,1,02,08
2024-02-08,Fully Electronic - All,Bank,IRS Tax,1333947.69,1,5,3,3,2024,2,2024,1,02,08
2024-02-08,Non-Electronic,Over-the-Counter (OTC),IRS Tax,3943842.22,4,1,3,4,2024,2,2024,1,02,08
2024-02-08,Electronic Settlement,Over-the-Counter (OTC),Non-Tax,328303.14,3,1,1,5,2024,2,2024,1,02,08
2024-02-08,Fully Electronic - All,Internet,IRS Non-Tax,258871.42,1,3,2,6,2024,2,2024,1,02,08
2024-02-08,Electronic Settlement,Mail,Non-Tax,63755185.72,3,2,1,10,2024,2,2024,1,02,08
2024-02-08,Electronic Settlement,Mail,IRS Tax,362480042.35,3,2,3,11,2024,2,2024,1,02,08
2024-02-08,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,14672690.18,1,1,1,12,2024,2,2024,1,02,08
2024-02-08,Fully Electronic - All,Internet,IRS Tax,4352446241.52,1,3,3,13,2024,2,2024,1,02,08
2024-02-08,Fully Electronic - All,Internet,Non-Tax,721255543.53,1,3,1,14,2024,2,2024,1,02,08
2024-02-07,Non-Electronic,Mail,Non-Tax,70000.00,4,2,1,1,2024,2,2024,1,02,07
2024-02-07,Electronic Settlement,Over-the-Counter (OTC),Non-Tax,253961.61,3,1,1,2,2024,2,2024,1,02,07
2024-02-07,Non-Electronic,Over-the-Counter (OTC),Non-Tax,9110095.96,4,1,1,3,2024,2,2024,1,02,07
2024-02-07,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,527396.57,2,1,2,4,2024,2,2024,1,02,07
2024-02-07,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,77939020.47,2,1,1,8,2024,2,2024,1,02,07
2024-02-07,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,158454575.91,2,1,3,9,2024,2,2024,1,02,07
2024-02-07,Electronic Settlement,Mail,IRS Tax,667825581.87,3,2,3,11,2024,2,2024,1,02,07
2024-02-07,Electronic Settlement,Mail,Non-Tax,115535220.94,3,2,1,12,2024,2,2024,1,02,07
2024-02-07,Fully Electronic - All,Bank,IRS Tax,135440.59,1,5,3,5,2024,2,2024,1,02,07
2024-02-07,Non-Electronic,Over-the-Counter (OTC),IRS Tax,5035564.47,4,1,3,6,2024,2,2024,1,02,07
2024-02-07,Fully Electronic - All,Internet,IRS Non-Tax,254595.00,1,3,2,7,2024,2,2024,1,02,07
2024-02-07,Fully Electronic - All,Bank,Non-Tax,1621620454.38,1,5,1,10,2024,2,2024,1,02,07
2024-02-07,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,15599580.15,1,1,1,13,2024,2,2024,1,02,07
2024-02-07,Fully Electronic - All,Internet,IRS Tax,13370510352.74,1,3,3,14,2024,2,2024,1,02,07
2024-02-07,Fully Electronic - All,Internet,Non-Tax,783163309.62,1,3,1,15,2024,2,2024,1,02,07
2024-02-06,Non-Electronic,Over-the-Counter (OTC),Non-Tax,34885585.44,4,1,1,1,2024,2,2024,1,02,06
2024-02-06,Electronic Settlement,Over-the-Counter (OTC),Non-Tax,116848.68,3,1,1,6,2024,2,2024,1,02,06
2024-02-06,Fully Electronic - All,Internet,IRS Non-Tax,322815.33,1,3,2,8,2024,2,2024,1,02,06
2024-02-06,Fully Electronic - All,Bank,IRS Non-Tax,75.00,1,5,2,2,2024,2,2024,1,02,06
2024-02-06,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,19949.29,2,1,2,3,2024,2,2024,1,02,06
2024-02-06,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,104913256.66,2,1,1,10,2024,2,2024,1,02,06
2024-02-06,Electronic Settlement,Mail,IRS Tax,274968866.38,3,2,3,12,2024,2,2024,1,02,06
2024-02-06,Fully Electronic - All,Bank,IRS Tax,701894.50,1,5,3,4,2024,2,2024,1,02,06
2024-02-06,Non-Electronic,Over-the-Counter (OTC),IRS Tax,3402965.25,4,1,3,5,2024,2,2024,1,02,06
2024-02-06,Fully Electronic - All,Bank,Non-Tax,1882184894.05,1,5,1,9,2024,2,2024,1,02,06
2024-02-06,Electronic Settlement,Mail,Non-Tax,66883495.15,3,2,1,7,2024,2,2024,1,02,06
2024-02-06,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,67851003.23,2,1,3,11,2024,2,2024,1,02,06
2024-02-06,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,12703825.18,1,1,1,13,2024,2,2024,1,02,06
2024-02-06,Fully Electronic - All,Internet,IRS Tax,4382857605.36,1,3,3,14,2024,2,2024,1,02,06
2024-02-06,Fully Electronic - All,Internet,Non-Tax,1031326426.82,1,3,1,15,2024,2,2024,1,02,06
2024-02-05,Electronic Settlement,Over-the-Counter (OTC),Non-Tax,18681.22,3,1,1,1,2024,2,2024,1,02,05
2024-02-05,Non-Electronic,Over-the-Counter (OTC),Non-Tax,9512667.81,4,1,1,2,2024,2,2024,1,02,05
2024-02-05,Fully Electronic - All,Bank,IRS Non-Tax,169.00,1,5,2,3,2024,2,2024,1,02,05
2024-02-05,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,29738.95,2,1,2,4,2024,2,2024,1,02,05
2024-02-05,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,105907680.89,2,1,1,9,2024,2,2024,1,02,05
2024-02-05,Electronic Settlement,Mail,IRS Tax,250141463.02,3,2,3,11,2024,2,2024,1,02,05
2024-02-05,Fully Electronic - All,Bank,IRS Tax,51503.98,1,5,3,5,2024,2,2024,1,02,05
2024-02-05,Non-Electronic,Over-the-Counter (OTC),IRS Tax,8052548.24,4,1,3,6,2024,2,2024,1,02,05
2024-02-05,Electronic Settlement,Mail,Non-Tax,71581580.51,3,2,1,12,2024,2,2024,1,02,05
2024-02-05,Fully Electronic - All,Internet,IRS Non-Tax,227731.23,1,3,2,7,2024,2,2024,1,02,05
2024-02-05,Fully Electronic - All,Bank,Non-Tax,2308756558.71,1,5,1,8,2024,2,2024,1,02,05
2024-02-05,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,135026334.34,2,1,3,10,2024,2,2024,1,02,05
2024-02-05,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,53472867.15,1,1,1,13,2024,2,2024,1,02,05
2024-02-05,Fully Electronic - All,Internet,IRS Tax,27819290843.28,1,3,3,14,2024,2,2024,1,02,05
2024-02-05,Fully Electronic - All,Internet,Non-Tax,763483373.41,1,3,1,15,2024,2,2024,1,02,05
2024-02-02,Electronic Settlement,Over-the-Counter (OTC),Non-Tax,966454.00,3,1,1,1,2024,2,2024,1,02,02
2024-02-02,Non-Electronic,Over-the-Counter (OTC),Non-Tax,12626531.70,4,1,1,2,2024,2,2024,1,02,02
2024-02-02,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,30128.61,2,1,2,3,2024,2,2024,1,02,02
2024-02-02,Fully Electronic - All,Bank,Non-Tax,1336839833.25,1,5,1,6,2024,2,2024,1,02,02
2024-02-02,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,101669544.25,2,1,1,7,2024,2,2024,1,02,02
2024-02-02,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,78277899.44,2,1,3,8,2024,2,2024,1,02,02
2024-02-02,Non-Electronic,Over-the-Counter (OTC),IRS Tax,9703606.81,4,1,3,4,2024,2,2024,1,02,02
2024-02-02,Electronic Settlement,Mail,IRS Tax,210597361.56,3,2,3,10,2024,2,2024,1,02,02
2024-02-02,Fully Electronic - All,Internet,IRS Non-Tax,337296.00,1,3,2,5,2024,2,2024,1,02,02
2024-02-02,Electronic Settlement,Mail,Non-Tax,45843509.44,3,2,1,9,2024,2,2024,1,02,02
2024-02-02,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,17030372.70,1,1,1,11,2024,2,2024,1,02,02
2024-02-02,Fully Electronic - All,Internet,Non-Tax,1002577826.80,1,3,1,12,2024,2,2024,1,02,02
2024-02-02,Fully Electronic - All,Internet,IRS Tax,17362115021.89,1,3,3,13,2024,2,2024,1,02,02
2024-02-01,Electronic Settlement,Over-the-Counter (OTC),Non-Tax,444251.10,3,1,1,1,2024,2,2024,1,02,01
2024-02-01,Non-Electronic,Over-the-Counter (OTC),Non-Tax,6399386.64,4,1,1,2,2024,2,2024,1,02,01
2024-02-01,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,42937.64,2,1,2,3,2024,2,2024,1,02,01
2024-02-01,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,198256681.82,2,1,1,8,2024,2,2024,1,02,01
2024-02-01,Fully Electronic - All,Bank,IRS Tax,405869.40,1,5,3,4,2024,2,2024,1,02,01
2024-02-01,Non-Electronic,Over-the-Counter (OTC),IRS Tax,12030238.47,4,1,3,5,2024,2,2024,1,02,01
2024-02-01,Electronic Settlement,Mail,IRS Tax,348270002.93,3,2,3,11,2024,2,2024,1,02,01
2024-02-01,Fully Electronic - All,Internet,IRS Non-Tax,661380.00,1,3,2,6,2024,2,2024,1,02,01
2024-02-01,Fully Electronic - All,Bank,Non-Tax,2738516075.70,1,5,1,7,2024,2,2024,1,02,01
2024-02-01,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,146758464.52,2,1,3,9,2024,2,2024,1,02,01
2024-02-01,Electronic Settlement,Mail,Non-Tax,81614092.29,3,2,1,10,2024,2,2024,1,02,01
2024-02-01,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,17722613.23,1,1,1,12,2024,2,2024,1,02,01
2024-02-01,Fully Electronic - All,Internet,Non-Tax,581051695.14,1,3,1,13,2024,2,2024,1,02,01
2024-02-01,Fully Electronic - All,Internet,IRS Tax,29163031677.59,1,3,3,14,2024,2,2024,1,02,01
2024-01-31,Electronic Settlement,Over-the-Counter (OTC),Non-Tax,259422.00,3,1,1,1,2024,2,2024,1,01,31
2024-01-31,Non-Electronic,Over-the-Counter (OTC),Non-Tax,8079559.80,4,1,1,2,2024,2,2024,1,01,31
2024-01-31,Fully Electronic - All,Internet,IRS Non-Tax,633214.89,1,3,2,6,2024,2,2024,1,01,31
2024-01-31,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,793830.54,2,1,2,3,2024,2,2024,1,01,31
2024-01-31,Fully Electronic - All,Bank,Non-Tax,3878612063.24,1,5,1,7,2024,2,2024,1,01,31
2024-01-31,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,92285892.77,2,1,1,8,2024,2,2024,1,01,31
2024-01-31,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,93442171.53,2,1,3,9,2024,2,2024,1,01,31
2024-01-31,Fully Electronic - All,Bank,IRS Tax,1947466.83,1,5,3,4,2024,2,2024,1,01,31
2024-01-31,Non-Electronic,Over-the-Counter (OTC),IRS Tax,5151168.53,4,1,3,5,2024,2,2024,1,01,31
2024-01-31,Electronic Settlement,Mail,IRS Tax,1394563830.86,3,2,3,11,2024,2,2024,1,01,31
2024-01-31,Electronic Settlement,Mail,Non-Tax,167501252.55,3,2,1,10,2024,2,2024,1,01,31
2024-01-31,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,15482542.53,1,1,1,12,2024,2,2024,1,01,31
2024-01-31,Fully Electronic - All,Internet,Non-Tax,889370496.83,1,3,1,13,2024,2,2024,1,01,31
2024-01-31,Fully Electronic - All,Internet,IRS Tax,16356294890.78,1,3,3,14,2024,2,2024,1,01,31
2024-01-30,Electronic Settlement,Over-the-Counter (OTC),Non-Tax,1508730.99,3,1,1,1,2024,2,2024,1,01,30
2024-01-30,Non-Electronic,Over-the-Counter (OTC),Non-Tax,29102451.57,4,1,1,2,2024,2,2024,1,01,30
2024-01-30,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,40390.68,2,1,2,3,2024,2,2024,1,01,30
2024-01-30,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,91829796.84,2,1,1,7,2024,2,2024,1,01,30
2024-01-30,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,175646069.39,2,1,3,8,2024,2,2024,1,01,30
2024-01-30,Electronic Settlement,Mail,Non-Tax,83304686.45,3,2,1,9,2024,2,2024,1,01,30
2024-01-30,Non-Electronic,Over-the-Counter (OTC),IRS Tax,4835107.58,4,1,3,4,2024,2,2024,1,01,30
2024-01-30,Fully Electronic - All,Internet,IRS Non-Tax,330191.00,1,3,2,5,2024,2,2024,1,01,30
2024-01-30,Fully Electronic - All,Bank,Non-Tax,1948735258.62,1,5,1,6,2024,2,2024,1,01,30
2024-01-30,Electronic Settlement,Mail,IRS Tax,694215239.24,3,2,3,10,2024,2,2024,1,01,30
2024-01-30,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,12101498.51,1,1,1,11,2024,2,2024,1,01,30
2024-01-30,Fully Electronic - All,Internet,Non-Tax,810495146.94,1,3,1,12,2024,2,2024,1,01,30
2024-01-30,Fully Electronic - All,Internet,IRS Tax,3831666609.41,1,3,3,13,2024,2,2024,1,01,30
2024-01-29,Non-Electronic,Over-the-Counter (OTC),Non-Tax,18108212.58,4,1,1,1,2024,2,2024,1,01,29
2024-01-29,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,39406.63,2,1,2,2,2024,2,2024,1,01,29
2024-01-29,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,92754283.70,2,1,1,8,2024,2,2024,1,01,29
2024-01-29,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,257396043.24,2,1,3,9,2024,2,2024,1,01,29
2024-01-29,Fully Electronic - All,Bank,IRS Tax,907956.09,1,5,3,3,2024,2,2024,1,01,29
2024-01-29,Non-Electronic,Over-the-Counter (OTC),IRS Tax,8939922.28,4,1,3,4,2024,2,2024,1,01,29
2024-01-29,Electronic Settlement,Over-the-Counter (OTC),Non-Tax,51409.28,3,1,1,5,2024,2,2024,1,01,29
2024-01-29,Fully Electronic - All,Internet,IRS Non-Tax,163864.33,1,3,2,6,2024,2,2024,1,01,29
2024-01-29,Fully Electronic - All,Bank,Non-Tax,1708887854.83,1,5,1,7,2024,2,2024,1,01,29
2024-01-29,Electronic Settlement,Mail,Non-Tax,51903685.81,3,2,1,10,2024,2,2024,1,01,29
2024-01-29,Electronic Settlement,Mail,IRS Tax,1929358948.83,3,2,3,11,2024,2,2024,1,01,29
2024-01-29,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,47480189.71,1,1,1,12,2024,2,2024,1,01,29
2024-01-29,Fully Electronic - All,Internet,Non-Tax,916344921.45,1,3,1,13,2024,2,2024,1,01,29
2024-01-29,Fully Electronic - All,Internet,IRS Tax,25617727952.29,1,3,3,14,2024,2,2024,1,01,29
2024-01-26,Non-Electronic,Mail,Non-Tax,348.53,4,2,1,1,2024,2,2024,1,01,26
2024-01-26,Electronic Settlement,Over-the-Counter (OTC),Non-Tax,149248.98,3,1,1,2,2024,2,2024,1,01,26
2024-01-26,Non-Electronic,Over-the-Counter (OTC),Non-Tax,18744159.47,4,1,1,3,2024,2,2024,1,01,26
2024-01-26,Fully Electronic - All,Internet,IRS Non-Tax,347765.32,1,3,2,7,2024,2,2024,1,01,26
2024-01-26,Fully Electronic - All,Bank,IRS Non-Tax,25.00,1,5,2,4,2024,2,2024,1,01,26
2024-01-26,Fully Electronic - All,Bank,Non-Tax,1122941330.92,1,5,1,8,2024,2,2024,1,01,26
2024-01-26,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,97050215.87,2,1,1,9,2024,2,2024,1,01,26
2024-01-26,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,25681.20,2,1,2,6,2024,2,2024,1,01,26
2024-01-26,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,87814623.21,2,1,3,10,2024,2,2024,1,01,26
2024-01-26,Non-Electronic,Over-the-Counter (OTC),IRS Tax,14130505.85,4,1,3,5,2024,2,2024,1,01,26
2024-01-26,Electronic Settlement,Mail,Non-Tax,72302680.19,3,2,1,11,2024,2,2024,1,01,26
2024-01-26,Electronic Settlement,Mail,IRS Tax,2787584499.84,3,2,3,12,2024,2,2024,1,01,26
2024-01-26,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,13991802.68,1,1,1,13,2024,2,2024,1,01,26
2024-01-26,Fully Electronic - All,Internet,IRS Tax,9824909878.23,1,3,3,14,2024,2,2024,1,01,26
2024-01-26,Fully Electronic - All,Internet,Non-Tax,701755490.04,1,3,1,15,2024,2,2024,1,01,26
2024-01-25,Non-Electronic,Mail,Non-Tax,1669.77,4,2,1,1,2024,2,2024,1,01,25
2024-01-25,Electronic Settlement,Over-the-Counter (OTC),Non-Tax,580118.22,3,1,1,2,2024,2,2024,1,01,25
2024-01-25,Non-Electronic,Over-the-Counter (OTC),Non-Tax,10597851.50,4,1,1,3,2024,2,2024,1,01,25
2024-01-25,Fully Electronic - All,Internet,IRS Non-Tax,215262.72,1,3,2,7,2024,2,2024,1,01,25
2024-01-25,Fully Electronic - FS,Over-the-Counter (OTC),IRS Non-Tax,44945.00,2,1,2,4,2024,2,2024,1,01,25
2024-01-25,Fully Electronic - FS,Over-the-Counter (OTC),Non-Tax,111110821.46,2,1,1,8,2024,2,2024,1,01,25
2024-01-25,Fully Electronic - All,Bank,Non-Tax,1613336601.02,1,5,1,9,2024,2,2024,1,01,25
2024-01-25,Fully Electronic - FS,Over-the-Counter (OTC),IRS Tax,107886693.17,2,1,3,10,2024,2,2024,1,01,25
2024-01-25,Fully Electronic - All,Bank,IRS Tax,161157.86,1,5,3,5,2024,2,2024,1,01,25
2024-01-25,Non-Electronic,Over-the-Counter (OTC),IRS Tax,1120158.68,4,1,3,6,2024,2,2024,1,01,25
2024-01-25,Electronic Settlement,Mail,Non-Tax,92342533.55,3,2,1,11,2024,2,2024,1,01,25
2024-01-25,Electronic Settlement,Mail,IRS Tax,3884371609.78,3,2,3,12,2024,2,2024,1,01,25
2024-01-25,Fully Electronic - All,Over-the-Counter (OTC),Non-Tax,13939667.78,1,1,1,13,2024,2,2024,1,01,25
2024-01-25,Fully Electronic - All,Internet,IRS Tax,4131231979.98,1,3,3,14,2024,2,2024,1,01,25
2024-01-25,Fully Electronic - All,Internet,Non-Tax,477399606.25,1,3,1,15,2024,2,2024,1,01,25
2024-01-24,Non-Electronic,Mail,Non-Tax,2960.00,4,2,1,1,2024,2,2024,1,01,24
